8.86947e-06 3.55005e-11 5.17541e-05 9.63592e-16 -0.00421805 1.40561e-59 
1.96331e-05 8.15285e-10 0.000782474 0.406054 -0.00451504 8.69981e-52 
4.37147e-05 9.30481e-09 0.00555313 1.59796 -0.00245609 1.49489e-44 
7.43691e-05 7.05701e-08 0.0245029 2.36913 0.00365471 7.13117e-38 
0.000113115 4.01271e-07 0.0749135 2.09237 0.0114154 9.44425e-32 
0.000157157 1.82964e-06 0.166847 1.12911 0.015417 3.47239e-26 
0.000200394 6.9858e-06 0.275235 0.169774 0.00999939 3.5444e-21 
0.000234929 2.30245e-05 0.330143 -0.350055 -0.00637152 1.00441e-16 
0.00025287 6.69992e-05 0.261849 -0.40212 -0.0277523 7.90193e-13 
0.000248212 0.000175135 0.0791748 -0.204349 -0.0411502 1.72588e-09 
0.000218465 0.0004169 -0.106369 0.00691415 -0.03173 1.0465e-06 
0.000165685 0.000913697 -0.165343 0.108844 0.00915017 0.000176167 
9.65939e-05 0.00186017 -0.0736942 0.100249 0.0773491 0.00823308 
2.16189e-05 0.00354363 0.0608115 0.0409454 0.154987 0.10682 
-4.70513e-05 0.00635484 0.107327 -0.0113825 0.216625 0.384769 
-9.80405e-05 0.0107814 0.040158 -0.0315859 0.240086 0.384769 
-0.000123396 0.0173758 -0.0511363 -0.0245693 0.216625 0.10682 
-0.000120554 0.026691 -0.0703469 -0.00766115 0.154987 0.00823308 
-9.30954e-05 0.039185 -0.0134817 0.00501711 0.0773491 0.000176167 
-4.9985e-05 0.0550982 0.0446107 0.00866085 0.00915017 1.0465e-06 
-3.41331e-06 0.0743221 0.0433653 0.00577438 -0.03173 1.72588e-09 
3.42531e-05 0.0962798 -0.00308918 0.00117569 -0.0411502 7.90193e-13 
5.36193e-05 0.119848 -0.0360972 -0.00177837 -0.0277523 1.00441e-16 
5.06496e-05 0.143351 -0.0236661 -0.00229527 -0.00637152 3.5444e-21 
2.76171e-05 0.164638 0.0112064 -0.00130443 0.00999939 3.47239e-26 
-7.6713e-06 0.181276 0.0265722 -9.50605e-05 0.015417 9.44425e-32 
-4.41729e-05 0.190819 0.010246 0.000565167 0.0114154 7.13117e-38 
-7.0787e-05 0.191155 -0.0135081 0.000589325 0.00365471 1.49489e-44 
-7.95062e-05 0.180865 -0.0176791 0.000280317 -0.00245609 8.69981e-52 
-6.76356e-05 0.159549 -0.00200792 -2.79042e-05 -0.00451504 1.40561e-59 
-3.84482e-05 0.128042 0.0124461 -0.00016776 -0.00421805 6.30484e-68 
-1.02601e-07 0.0884793 0.0104399 0 0 0 
3.68326e-05 0.0441715 -0.00234278 0 0 0 
6.24974e-05 -0.000718554 -0.00986738 0 0 0 
7.05659e-05 -0.0416653 -0.00517919 0 0 0 
5.99486e-05 -0.0743764 0.00406899 0 0 0 
